isbn,root_id
0425072959,9
0515078247,19
0812570227,9
1564580636,8
0813529492,23
0871972603,12
0486271323,1
0534505236,19
0865162891,14
0440204291,9
0880707542,9
0553129015,9
0812521994,9
0812521994,28
0849952999,21
0440042488,11
0451209605,9
0373110626,9
0373708076,9
037310605X,5
0373708335,14
0824510445,10
0399126635,9
0671661566,10
0345324927,12
0132967812,24
0132967812,7
0373114893,9
0590410008,24
0373245769,9
0373225458,9
0373765320,9
0747557861,11
0425174026,9
0440215013,24
0517202700,21
0380711508,9
0380711508,27
0425110605,23
0671511084,2
0553275682,9
0345436121,9
0451206088,23
0966817702,2
0451210530,9
0451210530,28
0812516702,9
0330316338,15
1570540535,4
1570540403,4
0312112866,8
0385301871,9
0553573969,9
0679745785,4
067974567X,9
0771092903,9
0425156982,9
0446530662,21
0671216333,20
1586609246,9
1586609203,9
0789723255,24
0312199953,9
1583940006,9
0789480727,14
0306806975,11
0805009590,2
0805009590,1
0553291610,9
0451451503,9
0440307805,2
0553484559,4
0380713055,24
0380752956,9
0553159488,4
0821719238,9
037323998X,9
0671683128,9
0786889144,2
0671797255,8
0679891900,4
0373193874,9
0345295161,9
1879085704,4
0061054682,9
0553285696,9
0553292153,24
0553286005,9
0689840187,4
0883681706,21
1564584968,12
0849954452,1
0385475365,1
0345397827,9
0877734062,21
0743408764,2
0373834225,9
082176148X,19
082176148X,23
0449206491,9
0060187824,2
0061096369,9
0061096369,28
0449704629,9
0448089319,4
0806996676,24
0806996676,7
0439313317,24
0786862750,24
0786862750,7
0394886275,2
0896083950,24
0471308412,24
0471308412,3
0684848813,22
0688082742,24
1571971440,9
1576731057,9
1885171676,14
0451183908,24
0451183908,7
084394580X,9
0312952236,13
0843946415,9
0688088376,2
0399519599,8
840142321X,24
840142321X,7
0373707649,9
0399513930,8
0570046920,8
0842378510,21
051510535X,9
0373765274,9
0373691556,9
0373764715,9
1551669161,9
0373708491,9
0393320073,9
0688172288,24
156838341X,8
0345387732,21
0618065822,9
0684871467,8
0684865734,9
0671798154,11
1560430680,21
0451210719,9
0679436472,2
0345445740,9
1888451181,9
1573241687,23
1592910122,5
0140251456,9
0060930098,8
068484124X,8
0385721633,9
0071357548,24
0071357548,3
1568361963,11
1573220981,9
1885061625,13
1566091713,22
0452281474,25
0811212165,9
0896760715,24
1573660949,9
1573456411,5
0451409345,9
0967059844,24
0967059844,3
0451409310,9
0140104801,27
0786927046,9
0786915617,9
0786883480,6
0786883480,1
0312280696,9
0671724479,9
1573221562,9
0151007349,9
0425156737,24
1563526298,14
0140139966,12
0590476513,14
0819310875,4
030712844X,24
0880703148,21
0883686732,21
0399526013,25
1401900577,23
0425109828,4
0849934184,21
0884195627,21
1401201911,5
0806913827,12
0821775529,9
1853268496,11
0671319884,9
0836282876,13
0312867034,9
0671319728,9
0801096294,21
0156903369,9
0762411244,11
0449149145,9
1560252324,6
1560252324,1
0061051128,9
0425162672,9
1558217401,14
0380758393,15
0380758393,26
0452281334,24
0964425890,17
0756400163,9
1887128255,20
0446387703,8
0310573912,21
080631222X,14
0743469984,11
0743469984,15
0671640526,12
0394565940,9
0394587677,9
081292603X,24
0425188817,9
0452281326,24
0738849111,2
0440220688,9
0373120605,9
0373272626,9
0373271883,9
0373121504,5
037376460X,9
1579546951,8
1892049422,23
0312195419,9
0312252919,13
0743224981,9
0373764871,9
0425156966,9
0373790872,4
0373613539,2
0373613563,2
037319417X,9
0373272618,9
0373613555,11
0373520018,9
037327260X,9
0821766139,9
0061008273,24
0505524619,9
037376491X,9
0062513206,24
0373122144,9
0373709005,9
0373271999,9
037327257X,9
0028617479,24
0028617479,3
0373121237,9
0373194528,9
0373764634,9
0373272685,11
0373263287,9
1563824507,24
1563824507,3
155166934X,4
0373257449,9
0312950853,24
0373441479,1
0425157636,15
0609608568,2
1590869206,24
1590869206,3
1551669080,9
0373225466,9
1893896048,9
1555426050,24
0876545916,1
0207188378,12
0439113253,4
0064460029,4
0880881291,4
0842336710,14
0689838999,4
0805068317,4
0805241396,11
0299165108,24
0684831074,24
0805209204,24
0805209204,7
1558745505,8
055309307X,23
0380606402,12
0515110558,9
0786864044,9
0815335245,16
1570640114,4
1400047951,9
0064401685,4
1570960224,9
3822813184,1
0345476867,9
3822855103,1
0312924682,8
1582401829,5
1932382178,5
1891620150,2
0758202857,23
0786915501,25
0446692840,9
0060571837,9
0345420713,6
0345420713,1
0743509226,8
1586211374,24
0688139752,6
0688139752,1
1579541844,23
0132045796,24
0132045796,3
0385720904,9
847880904X,1
1903392268,20
080541889X,9
0737020237,12
1563526336,8
0140094547,9
039331409X,17
0312134347,9
0880015519,9
1899866248,5
0671001302,24
006440739X,4
006440689X,4
0064406512,4
0702225584,2
0393304140,9
0525297383,22
1583226214,11
0312181183,2
0517072467,17
0894803697,14
0894803697,16
0771014562,2
0060169087,24
0140240853,9
067082187X,9
1581170297,4
0486250466,12
1581803761,1
0789496585,12
0609610015,2
1857801504,11
1565654838,24
1565654838,10
8435015122,24
0385721625,9
0345447158,2
1582460345,4
1418420662,2
080784232X,11
1558501096,14
0453009603,9
0803725116,2
0312305702,27
188526612X,4
0373106165,5
0373833466,9
0373834357,9
037383344X,9
0879054700,13
0380804972,9
1593760108,9
0380794551,9
0373764898,2
042513234X,18
0375822267,4
0375805729,4
078943458X,11
0843177098,17
0789429179,4
0590425080,4
0886771862,9
034545183X,9
0786003677,9
0425178625,9
0373707584,21
0671656538,9
0380800640,9
0886776511,9
1555835295,2
1902593596,25
0965763811,11
0312113471,2
155316525X,9
0821717774,1
0002554119,20
0380752972,9
0446678031,9
0373441223,9
0451195183,9
0373271913,9
0373115512,9
0373834403,9
0441342752,9
0312181027,13
0671760890,24
0671760890,3
0155161431,16
0505524325,9
1559722673,2
0061082066,9
0886777291,9
0345362594,24
1573241903,14
0373441460,9
0451199294,9
0812554469,9
0425085058,9
0445205121,9
0515089109,9
0553381180,23
0914955063,12
074346642X,10
0821769944,9
0966540646,22
0865472572,6
0865472572,1
0590485849,4
3823821245,1
078670604X,24
0805057293,4
0671032615,1
0373194161,9
0754800059,14
000712855X,9
0373168373,9
0451148118,9
0393320235,9
0373195168,5
0373195109,9
0684860732,11
0373833717,9
0140035745,9
0312290861,9
0373764987,5
0373835000,21
067400194X,22
0807004383,15
068982002X,4
0811211738,20
0226143341,19
0876055323,17
1566091594,1
0789723166,22
0874774241,24
0141306351,4
0451405153,9
0451404602,9
0373483287,9
055328620X,2
0689823959,4
0399147500,9
0761131426,13
1929266081,21
0451528905,9
0805420266,21
0764100769,17
0192833707,16
0380789329,9
157542035X,23
0439279895,4
0451156978,9
0684825090,13
0590922424,11
1591299225,12
0134770013,14
0871134268,9
0446377635,14
0380790548,9
8420638366,9
0140119620,9
0440508088,6
0440508088,1
0449223108,9
080411336X,9
0756400023,9
1565048032,9
1565048091,9
0821718622,6
0380800802,9
0380800632,9
0425058492,5
0312970951,9
0743423984,9
0886777356,9
0553269658,9
0689855443,4
034542204X,9
0451410416,11
0028627245,25
0890879451,23
0806515767,9
0590031686,4
1565041828,9
0385156235,9
0373226004,9
0945575998,2
0740726927,13
0892966858,9
1578660831,13
0060284196,4
0929661036,12
0192833766,9
0688175864,9
0761508589,27
0783552661,12
0679435824,13
1579541828,17
0061043966,9
0061082007,9
082173931X,9
0523403879,4
0373089228,9
0373077882,9
0786014571,9
0671835211,24
0345320891,9
0785273603,9
0816613834,24
0590475967,17
0670036056,9
0061095907,4
0520034910,6
0520034910,1
0451090608,21
067100221X,9
067100171X,9
0451410483,9
0679312153,16
0812035348,14
0812035135,14
0812035380,16
0671006673,24
0671006673,7
0749002468,10
0786014547,9
0821713744,9
0312268653,9
037383506X,9
0671864858,9
0425174107,9
1557833559,1
0312955898,9
1581840594,4
1884364195,25
1884364284,16
188436425X,25
188436439X,25
0528842862,14
0807554243,4
1892049163,2
1892049163,25
0060394145,4
1892051052,14
0761528547,22
0870292854,23
0810963663,1
0879306572,1
8408027441,9
074323605X,4
0743236041,9
0743236033,2
0312267924,9
0140283366,9
0064637336,24
0064637336,7
0394510240,11
1551664399,9
0441007155,9
0860206211,9
0743200152,9
0802110002,21
0060513659,9
0762102586,11
0312983255,9
0440235626,9
0515125652,9
0373691513,9
0440241294,9
0515121290,6
0451209885,9
0743418859,9
0061084956,9
0515134902,9
0553289772,9
074725043X,9
0515120448,9
0061087114,9
055357521X,9
0440241111,9
0688149685,2
055358457X,9
0373037392,9
0441007244,9
0671739751,9
0689866232,4
0373709021,9
0805036261,22
8432296228,9
0670811459,9
0671529552,4
0385722168,21
0061055336,9
0345340949,12
0312962126,17
0310239591,9
0671785915,2
1586607987,14
1555534813,24
0671017470,9
0671017470,28
0061075698,11
0373272782,9
0373241607,9
0373650531,8
0312033737,2
0446610259,11
0553581007,9
037365037X,9
0449148610,23
0373441304,14
055315947X,4
0505523930,9
0352336161,9
0671498398,4
037361361X,9
0373709048,9
0505523736,9
037361358X,9
0373613547,9
0843951702,9
0373790805,9
037379083X,14
0515126101,9
0812502205,9
0821766392,9
1888451157,9
1569710708,5
0312301774,13
0892811285,24
0892811285,7
1561631701,5
0752847279,24
0752847279,23
1588514374,6
1569470197,9
156138058X,9
141406716X,9
096463161X,9
0064406970,4
0871401525,20
0553578626,9
0671002252,24
0743445392,14
0385491271,9
0441007430,9
0440215110,9
0141001933,8
0451410351,4
0061061239,9
0060197943,9
1401030459,9
0517403013,9
0395657830,2
0897500962,25
0967822106,9
1557869405,24
1557869405,3
0385334281,9
0345440838,9
156512071X,12
0130143065,22
0689849486,4
0743261984,9
0449910245,8
1555425550,24
0316779849,9
1575250799,23
0878510370,12
0192833723,16
0192824252,16
1857151879,9
0553280724,9
048627571X,4
0914053108,24
0312280610,9
0590681176,4
0679457380,2
0887307477,24
0887307477,3
0142004227,9
0394728998,24
0802035337,14
1573441732,9
0060084448,9
0451457331,9
1564763412,9
0151007039,24
0151007039,7
014025580X,9
0871132966,9
8403598505,24
0843942045,9
0743417917,9
0804112819,9
0201489333,24
0201489333,3
0440205212,9
8440673590,9
0373194382,9
0590739093,4
0671760661,25
0373822898,9
0373822898,11
0590449648,4
0449148343,11
0877287295,21
0297774239,2
0451199669,1
0736401229,4
0486277194,1
1584850841,4
0440508118,23
0441731228,9
9706514643,13
9810446721,23
0425163423,9
0965087530,14
0671885987,9
0807021032,11
0446605174,21
0446605174,19
0836218930,13
0817013881,21
042518871X,16
1575440369,6
1575440369,1
0380816520,9
0380795280,9
0425168182,8
0062513559,24
0786003480,9
0786003480,28
0345362799,24
1564144879,4
0744001986,25
1559721820,9
0786014474,9
1551668335,4
0373765541,9
0515132039,9
1555971105,20
0451409493,9
0764154036,21
1567654649,14
0679766588,14
0445409061,10
0373122187,9
0385489854,9
0743418549,1
0671021850,9
0609803638,23
0679745572,9
0306807475,2
0306807475,1
0805041575,8
1885670362,24
059033123X,4
0895298090,24
0843925698,9
0060654759,21
0877880387,23
1584855916,4
0312283970,17
0060969342,12
1562010468,9
0310230055,21
0842358048,4
0439411874,4
0886777143,9
1891971077,6
1891971077,1
0446526037,6
0446526037,1
0060193913,24
1841491233,9
1841491462,9
0395837049,24
1841490903,9
0373707592,9
0385491336,11
0440235677,9
1576736385,9
0886776570,9
1880684942,9
0060723769,9
0399227075,4
0785280022,8
0871139189,9
0345451945,11
0895773775,11
0380800993,9
0380800985,9
007219300X,22
0671667173,4
185326444X,20
0747264880,9
082176568X,23
037370688X,9
1891620193,22
034537908X,9
080652099X,1
0452275695,9
0886776651,9
0486270890,4
1876756209,9
156458027X,17
0451169131,16
0451204778,9
155166786X,9
0441006515,9
0310235146,24
0785269029,21
0064405974,25
0884195988,21
0884196445,21
0974694002,10
0310926106,4
0375827196,4
1558504788,21
0684803372,9
0743477065,9
0394565924,11
0062733613,8
0141312351,4
0671640887,17
0375409009,11
0806986719,25
067153081X,23
0061082090,9
0689855540,4
0060510234,4
0345347269,13
0934601712,9
0534587887,24
0763613029,4
0373707428,9
0879757655,9
0553281585,6
0553281585,1
0553570102,4
0553570013,4
055357003X,4
0373195133,5
157064389X,4
059040847X,2
0553286110,4
0451408799,21
0060913304,9
0805068287,4
1871592852,6
1871592852,1
0517082381,13
8401499585,9
0812544242,9
0553378880,8
0312961588,9
0670032085,24
0670032085,3
157794254X,21
0789726912,22
0452263948,9
1558746153,23
0373441274,9
0821769960,9
1556114230,9
0300087446,1
0505525240,24
0373057679,15
0743246217,9
0966567277,23
0380726769,9
1558605347,2
0449127699,9
0843176458,9
0916119556,4
0590681583,24
0590681583,7
096634734X,4
0445407743,9
1565656180,4
0451190165,16
0689845464,4
0689817746,4
0738833819,9
0882668889,12
0938190644,23
0688071643,9
0758203721,9
0373761228,9
0064402355,2
0064402355,18
0373261829,9
0451198719,9
042510625X,9
0886776538,9
0451409728,24
0451409728,3
055329086X,9
030435760X,15
0786929952,4
1582701156,23
0375404090,11
0394729455,20
0816147612,9
0515115223,9
0553564471,9
0380820900,9
0380785323,8
0140241396,14
1558500596,13
0449908534,24
0449908534,10
0300061633,24
0060912502,24
0060970200,23
0805962905,9
0771597266,8
0307134334,17
1571290532,24
1571290532,3
0394849566,4
0698118650,21
0590449710,4
0590482335,4
0849995639,21
0679803718,4
0451206282,9
078690108X,9
1560761148,9
0425190153,9
081183462X,9
0446671991,17
0380805502,9
0679776524,9
1584850825,4
0074711032,24
0074711032,3
0002554232,2
1585420158,2
1585420158,3
0140441182,9
1565120965,22
0385468997,13
0451190459,9
0609804103,24
0609804103,3
0140439544,2
0140439544,21
0140439544,8
0600571025,12
0898156742,1
0712670726,21
0262112272,24
0262112272,3
0312396066,24
0312396066,7
186448604X,24
0803938632,24
0373224842,9
0929608259,2
0380701693,15
0671536184,5
0395253799,4
0330348337,17
0961149035,23
0380978628,9
0395253772,4
0786814926,4
0590407600,4
0743214781,24
1869401557,24
055321408X,6
0060083697,4
0595224628,16
0590448846,9
0671750461,8
0425179060,9
0862785677,4
0812930991,2
0156132265,14
0771093403,9
0316608068,4
0399136738,9
0486270785,25
0929712366,25
0446610453,9
0804112614,9
0586205764,24
1576736148,6
1576736148,1
0446325872,12
0593048040,9
0140182764,16
0451200446,11
0399525319,24
0399525319,3
0761524355,24
0761524355,3
1576736334,21
0373708122,9
0688155626,12
0060394188,2
0425179192,9
0373708157,14
0373650647,9
0451452178,11
1576736113,9
0761114793,27
0393313794,9
0345410467,9
0451525590,9
1888451335,24
1888451335,7
0316739367,9
0801064562,21
1591294541,9
1588515095,22
0345420659,16
0671319981,9
0380802090,9
0758203632,9
0671534939,4
0688166415,9
0425177742,9
0061013536,11
0312868065,4
0140166912,11
0688139558,9
044175712X,9
014025238X,23
1551668602,2
1551668602,3
0879516666,9
0060393459,23
0373114818,9
080075445X,8
1551664259,9
1558171193,9
0451456785,9
0892967323,9
0425178218,9
0451198972,19
0452274621,8
0312154305,9
0373708211,9
0452281377,24
051510924X,9
0226521397,1
0743466446,23
1885171714,23
0812967658,23
1591294347,21
1558536736,13
0394718852,24
0394718852,7
1566391075,6
1566391075,1
0886773059,9
1878923102,11
1561797979,4
0345419847,8
1582432902,9
031229137X,25
006092909X,9
0465050522,24
0451526015,9
8483101351,9
0679415823,24
0679415823,3
8481301531,16
0445409002,9
0399525440,2
0842333088,23
0671016806,4
0764551531,19
0871318059,22
1555834612,24
1555834612,7
0394515315,13
019283357X,9
0192833685,9
0880010495,9
067163951X,9
0671876171,9
1572970014,9
0140251820,23
0743451546,9
0425190145,9
0738200212,10
0375806342,4
0375806350,24
0446530743,9
0786915595,9
0449143864,20
0449149250,9
0142000213,13
0140126414,9
1556612354,4
1898141002,1
0471171875,24
0471171875,3
0312950934,24
0312950934,3
0373168047,9
0140351485,4
1556617062,4
0451187938,9
1550462849,12
0553585177,9
0743410017,4
0679437312,9
0671675818,25
0786884088,13
0380768550,9
1885942532,2
0446607916,9
0672322544,22
0689865457,4
1401201989,5
1931484546,5
0553275542,4
0945397844,13
0945397933,2
093305016X,11
0395977657,2
0140067647,9
0441809332,24
0446403903,9
067944677X,27
0446677264,23
1878424513,19
1878424513,23
0446390240,23
1555913504,2
0425147207,9
0441515495,9
0821739344,9
0671655825,9
0553295632,9
0671876562,9
0375701532,16
0141180692,9
0821733745,9
848328023X,9
0744590116,4
0786004274,9
1575660466,9
0451188519,9
0340671963,17
1555037739,11
0854492542,9
0446677353,9
0671493477,9
0446610429,9
0373834373,9
0385721889,2
0761514236,13
0590298372,4
0393324303,2
0316176923,5
0439113474,4
0812516958,9
0064402452,4
0964631636,9
0807612502,9
0006472648,9
0802453899,21
1560765577,9
8470021818,9
0385333986,9
0671896725,9
0449149331,9
0373121407,9
0373193998,9
0399137483,2
0740743708,13
0767917847,13
045121210X,9
0060539844,9
0743456157,4
0373619251,9
0312264208,24
0671028138,9
0425193918,9
0451211340,9
344254159X,27
0517182378,9
0312144350,9
0425174336,9
0425174336,28
0451411196,9
0679446575,4
1898323887,17
0740739034,13
078670151X,9
0609610155,9
0879239158,9
0671770810,4
0425146898,9
1570980314,9
0061044695,9
0618197362,24
0849942926,9
0451410432,21
1854798995,1
0758204094,2
0609609416,12
0870136410,9
089104289X,17
0609809172,23
0671898019,24
0671898019,7
0312134150,9
0762412089,9
1573225665,17
0786890118,13
0525469443,4
0140182748,9
0740732986,13
0385334176,9
0670031402,9
0515135690,9
1561840807,6
1561840807,1
0786015055,9
0312285450,23
0486414086,20
0963863908,8
0399137408,8
0679725326,17
0882668943,12
0740726943,13
1931868093,23
0395841739,11
0757300979,2
0061044539,9
0028631919,21
0864424140,27
0553158902,9
044050774X,12
0486287262,6
0452259592,2
0671671596,2
1558741577,4
1558284699,22
0671751034,11
0875968708,12
1403395241,2
0349113726,11
0679435972,21
0517334097,23
0780311361,22
0812217780,24
0812217780,7
1563411261,27
0879736720,21
0965366014,21
1851820728,21
0886775914,9
0394500059,11
0441017681,9
055335387X,9
0609607944,4
1584850884,4
0425173569,25
1885183186,12
189206524X,9
0843936495,9
0060188723,2
0451409418,11
0465045480,19
0963907085,4
0802130240,2
1559716401,4
0446393959,14
1852424311,9
0451456769,9
0451456653,9
0141181230,9
0451169123,2
0823084140,6
0823084140,1
1580630030,2
0140031456,9
0064470210,4
0813109728,4
1558216510,16
0684807858,8
0670869082,2
0399148159,9
081257933X,9
078972331X,22
078972331X,25
1878257412,4
0935060022,24
0935060022,7
0789722402,22
0689121822,24
0553213474,9
0486292428,6
0345294475,4
0805010459,11
0373614462,9
0451200500,9
0809281090,25
0804116989,11
0915811065,21
0911954066,12
0439296501,4
0736400346,4
1563891840,5
0345467566,9
1580623336,8
1556154844,22
0373163215,9
0373037236,9
0373037163,9
0140083804,9
0441735533,9
0786904801,9
1594572550,8
1586603892,9
037329297X,9
0965181804,25
1568383657,23
0811828948,23
1885586213,9
0945315236,21
0671529706,4
0590300075,1
0671023098,4
0373440502,9
0671017209,4
0590410016,4
0760742316,14
087477778X,24
0486275922,11
0941051005,16
0931722179,11
068481871X,17
0812025067,24
0812025067,7
0945397771,11
0441483585,9
1564144917,11
0446364126,9
0446364126,28
0375413308,9
0340820160,19
1590580486,9
0881501190,9
1581510330,2
0374422389,4
0449903591,9
0449903583,9
0449902951,4
0449902978,4
0131286293,22
0385485662,24
0385485662,3
1566867142,25
0786706406,9
0590692151,4
0749715340,4
0446603635,9
0688119468,12
0523425147,9
0684850613,9
082177493X,9
0441003044,9
0590403605,4
0231101570,11
0767421523,24
0385176449,1
0385491468,9
0874832004,24
078354751X,22
002914180X,11
0818405090,2
0446322075,13
0590298399,11
0671885782,12
0061084905,9
0380717077,9
0679808485,4
0698118685,4
0929005414,8
0671002155,4
9997408365,9
0553375490,2
0679887431,4
0689848943,4
0590922513,4
0553574469,4
0446678112,9
0888640544,16
0609808532,24
0609808532,7
0743419219,4
1570718229,17
0890098123,13
0352338806,9
0786003413,9
0060965045,5
0471889660,22
0913512540,10
0688035477,2
0670031313,9
0020295804,13
0553240137,21
0698114205,24
0967291305,9
0842383832,24
0618344586,9
0843951737,4
0515136298,9
0505523876,9
0758204280,9
0821770616,9
0515134899,9
1402200455,24
0226965287,4
159129908X,9
1582402531,1
0743225783,11
006105481X,9
0385476019,9
0936756764,19
0967453607,11
031226514X,9
0553275593,19
0930395115,21
0671536265,2
055356904X,24
055356904X,8
061901590X,22
0440119634,5
0380791145,9
0373441363,14
1555620531,13
0764121650,17
0380679345,4
0786905123,9
0671419897,9
0553292234,9
0060970634,9
0201407175,24
1575843722,4
1852425075,9
1580083234,17
1577780205,21
0787105228,24
0805465804,21
0446363197,9
0130400327,14
059096786X,4
0882822403,10
0590692062,4
0451122453,9
0671511092,9
0312925158,2
0380795345,9
0886778050,9
0060927925,9
0753450690,4
0380977613,16
0756400031,9
0553379402,14
0380770237,9
0515087564,9
0671002392,9
0743403819,22
0445409029,9
0691020612,19
0786905131,9
0886776872,9
0786915730,22
0441001947,9
0671734830,9
0399132244,9
0425156931,2
0553244205,21
8401495210,9
0786916354,9
8425333857,9
0380769387,23
044661033X,9
0345452488,9
0373619316,9
0671676709,9
0451457307,9
0140068007,9
0440503396,8
0060959444,8
0375508082,27
1563055066,12
0821748890,9
1857541014,9
0679419950,9
0964108046,24
0964108046,23
0201700468,22
0066211689,1
0826409121,19
087923928X,14
0671782274,24
0517203553,14
0061054763,9
0393045897,9
0151879923,9
0671001507,9
0671563114,9
0743418573,9
0870744887,9
1858683114,25
0892816333,23
0792276760,27
0062701673,18
1588518612,4
0821775685,9
1558501339,8
0843947365,9
0738205206,24
0920656897,22
0446525561,24
0446525561,3
0812555066,9
0764221493,9
188522382X,2
0446404594,9
0380790254,9
0425153290,4
0425173518,9
0451209648,9
0679463208,9
038550151X,9
1559721723,24
1559721723,3
089879997X,14
0435989480,24
0449150054,2
0345425839,24
0345425839,3
0609808265,27
0385333625,9
0425193861,9
0762405732,13
0684802856,24
0671028146,16
1560252677,11
0440508282,12
0822012863,16
0571129072,22
0679725350,9
0871233215,21
0060168161,24
0385423403,3
0226493636,24
0395877504,9
0441007058,16
0786015039,9
0671032771,2
0671032763,4
0373483201,9
0684845598,24
0451211588,9
0373037104,9
8477203717,9
0883964546,20
0767909089,8
0139269657,14
0060933747,9
0192834126,6
0140067469,11
0446692816,24
1558216790,27
0395809770,9
1561893706,4
1561893692,4
0440208653,9
0345356675,9
0895778998,23
0345311469,9
055357468X,9
044914920X,9
0553565095,9
0441215998,9
0312284888,23
0687049245,21
0804118361,11
0393323587,24
0965863417,1
0395857163,25
0895292343,23
0743471717,9
0609808443,11
0486230287,25
0848714962,12
0553108344,9
0435907204,9
1903039541,16
0192819119,9
0330488813,9
0590739085,4
0156881500,9
0140127003,1
0451410211,11
0151000840,13
0963384090,9
1858284325,1
0671038281,5
0689844611,4
1843606127,9
0743410289,8
0743410289,15
0970622430,9
0553580108,9
0821725025,24
0316858692,9
0316858692,11
0061081396,20
082174044X,9
0752585142,2
0752585142,1
0822203073,2
0671793233,9
1884956033,2
0066213002,9
0912301449,27
1882931440,5
1882931246,5
1592850995,23
0874779065,21
1592850987,23
0805241582,9
0375755063,27
0671709232,27
0140435549,9
0960356207,24
0960356207,3
1883402999,9
0671441531,9
1555835007,9
0312313004,9
0449150119,9
0849917476,24
0849917476,3
0867161906,24
0867161906,8
0446404578,9
1592799450,9
0380794721,9
0451201442,9
078691551X,25
0786915528,9
0671042939,8
1559722525,2
0393309169,8
192966415X,23
0060959568,1
1563898136,5
078601363X,9
078601363X,28
1568656203,4
157322717X,21
0893753998,9
0671226525,9
0671226525,28
1586605054,9
0312951698,9
0810932377,4
0062517724,21
0060586567,4
0921842562,24
0674443020,11
0061013382,23
0072119306,22
0373482671,9
0515105074,2
0399147411,13
0446351806,9
0882898760,8
0849954134,4
0944386296,8
094438613X,21
0944386148,24
0944386113,21
0944386113,23
0944386113,10
0884271153,24
0884271153,3
0891414754,11
0809140160,21
0140441212,19
0373707827,9
0373707746,9
1561381101,4
0140502750,9
0130185086,22
0520219295,12
0874060664,24
0874060664,10
042518370X,13
0600592081,10
0425190188,13
0397551630,10
157324161X,8
0373224869,9
0312148542,11
0373114982,9
0373441347,4
0590404261,24
0399515100,12
188191903X,21
0373691610,9
074751576X,1
0373273061,14
0373190085,9
0373089406,9
0373241763,9
0373241666,9
0373241682,9
0373078676,9
0373226101,9
055344378X,9
0312952287,9
0312952287,28
0373650671,9
0345388453,23
0140250956,15
0312950616,9
0312950616,28
1573440744,24
1563524872,19
0684870797,4
8420466034,11
0140293205,8
1563892650,21
1858284651,27
0679642188,9
0140077871,9
0486286320,4
1551667886,9
0931993458,22
0373708289,9
0684823691,17
0380778734,9
0505524511,9
0671751182,4
038080493X,5
0671676830,26
1899866264,8
0205314813,14
0491003404,9
0553563645,9
0671624407,11
0471153060,22
0373288204,9
0553289810,9
0373760302,9
0373288360,9
0440226031,9
0843946490,9
0878331638,6
0878331638,1
0385306946,8
1899598162,9
0192880756,9
0671876422,9
0812502108,9
0673393364,2
0786702028,14
0895296683,12
1551669250,16
037375020X,9
0902920111,14
190282525X,24
1902825179,13
0752846582,5
8483101629,9
0930289455,5
2203001011,24
0375705899,9
0671436546,2
0812557948,9
0205297714,24
0971304564,9
0373440685,9
0451199588,9
0553286323,8
0515103705,9
0380791153,9
0451199677,9
0451625471,6
0451625471,1
0373650523,9
0373650558,9
0373650566,9
0451169069,9
0553280821,9
0553275364,9
0345273761,9
0373036841,9
0373764642,9
037322561X,9
0345321235,2
1561700452,23
0373078579,9
0449001830,9
0425105539,26
0373168101,14
0373870310,9
0515126071,9
0761101020,13
0890812314,2
0440205239,21
0786014350,9
0671693387,9
0821761137,9
0553258753,11
0373288530,9
0553133837,9
006100331X,9
0452276152,9
0671698214,9
0140261699,18
1556611781,24
015100174X,16
0345419650,2
0425157687,9
0688151507,1
0140298401,2
0743219465,9
0451201434,9
0373273258,9
0373691882,12
0060525193,9
0373225539,9
0373750293,9
0515130559,9
0373225490,9
0373691823,9
0696210169,12
0373691777,9
0373241569,9
0373057717,9
0821759868,9
0373764758,9
0843947160,9
0373691742,9
0843946687,20
0743469941,9
0380804964,9
0843947020,9
0505524597,9
0373289006,9
0843951885,4
0843951788,9
1551668629,9
0373273479,14
0373225571,9
0373691661,9
0843946679,9
0821771264,9
0821766015,9
0821756257,9
1551667843,11
0373765371,9
0373245998,9
0373225733,9
0821769979,9
0505524295,9
0843952296,4
0373765592,9
037376569X,9
0373195184,9
0373691629,9
0451410343,9
0060503580,9
8401479436,9
0802812201,9
0671876198,4
0670816671,4
0385265573,6
0385265573,1
0689848722,4
4533006655,24
0691019649,19
0688151272,12
1568362870,2
0393313654,11
0295973668,12
1879045036,21
0141002301,20
0486265412,25
044010047X,9
0553575236,9
0758203756,9
039305201X,23
0446531391,9
0380795515,9
0843947357,9
0451457021,9
0451451848,9
1565048024,9
1565048059,9
1565048075,9
1565048083,25
156504827X,9
1565048199,9
1565048253,1
0515131156,9
157062917X,21
1570629102,21
085170669X,1
0380807033,4
0452278961,24
0439295955,4
037387071X,9
0373193890,9
1885670044,23
0684838826,12
0962929808,4
1562764411,23
0962898716,24
0962898716,3
0140367055,4
0451193946,9
0451193946,24
0312977379,4
0312206542,9
0060953683,11
0140430431,9
1887208011,24
1887208011,3
097123096X,9
0553375563,23
0441091156,9
0006542018,9
0006542018,11
0140084185,24
0374234159,16
0451198697,15
006205161X,4
1902881761,9
1902881702,9
1582348952,4
0803729308,4
0807031119,24
0807031119,7
0385238827,24
0385238827,7
0743418840,9
0373245793,9
0373765258,9
0373764960,9
0373764839,6
0373764839,1
037376538X,9
0816720266,24
0816720266,8
0373152531,9
0373287801,9
0590430203,3
0449704432,9
037322575X,9
0451405455,9
0451405293,9
0553570242,4
037312144X,9
0373707835,9
009183449X,4
1885418213,24
